"precio","metros2","anyo","banyo","Sp","Sm","calefaccion","cocina","situacion"
960600,37,1968,1,0,"0","0","0","3"
606400,50,1987,1,0,"0","0","0","3"
3467600,90,1923,1,0,"0","0","1","3"
3570200,90,1964,1,0,"0","0","1","3"
1776000,100,1923,1,0,"0","1","0","3"
684200,81,1964,0,0,"0","0","0","2"
1032000,45,1923,0,0,"0","0","0","2"
1172200,75,1987,0,0,"0","1","0","2"
1815400,70,1923,0,0,"0","1","0","2"
1810200,74,1923,0,0,"0","0","0","2"
1726400,110,1964,0,0,"0","1","0","2"
1303400,115,1923,0,0,"0","1","0","2"
1848800,40,1923,0,0,"0","0","0","2"
3016200,86,2011,1,0,"0","0","0","3"
3172800,110,2011,1,0,"0","0","0","3"
2650200,97,2011,1,0,"0","0","0","3"
1771000,72,1964,0,0,"0","0","0","2"
1201800,76,1923,0,0,"0","1","0","2"
2933600,70,1923,0,0,"0","1","0","2"
1886200,80,1964,0,0,"0","0","0","2"
1127600,56,1987,0,0,"0","0","0","2"
756800,48,1923,0,0,"1","1","0","2"
1829000,86,1987,0,0,"0","1","0","2"
1427600,85,1964,0,0,"0","1","0","2"
1236000,85,1964,0,0,"0","1","0","2"
722400,34,1964,0,0,"0","1","0","2"
2201400,62,1987,0,0,"0","0","0","2"
1078800,60,1923,0,0,"0","0","0","2"
532600,73,1923,0,0,"0","0","0","2"
1866200,67,1923,0,0,"0","0","0","2"
1789400,63,1923,0,0,"0","0","0","2"
1031400,62,1923,0,0,"1","1","0","2"
1394000,64,1964,0,0,"0","0","0","2"
1918800,70,1987,0,0,"0","0","0","2"
2263600,60,1964,0,0,"0","1","0","2"
3467400,78,1987,0,0,"0","0","0","2"
3337400,90,1987,0,0,"0","0","0","2"
1515000,33,1987,0,0,"0","0","0","2"
1511800,30,1987,0,0,"0","0","0","2"
369600,44,1923,0,0,"1","1","0","2"
912400,80,1923,0,0,"0","1","1","2"
1526600,85,2015,0,0,"0","0","0","2"
2391800,58,2002,0,0,"0","0","0","2"
1449400,67,2002,0,0,"0","0","0","2"
848000,55,1923,0,0,"0","1","0","2"
1211600,60,1923,0,0,"0","1","0","2"
1588400,71,1964,0,0,"0","0","0","2"
1440400,71,1964,0,0,"0","0","0","2"
2693600,80,1987,1,0,"0","0","0","3"
2858000,90,1987,1,0,"0","0","0","3"
1153000,35,1923,0,0,"1","0","0","2"
1542600,81,1923,0,0,"0","1","1","2"
2073000,100,1923,0,0,"0","0","0","2"
2019600,87,1987,0,0,"0","0","0","2"
1734400,80,1923,0,0,"0","1","0","2"
1127200,110,1923,0,0,"0","1","0","2"
1842600,83,2011,0,0,"0","0","0","2"
800600,95,1964,1,0,"0","1","0","3"
1646400,60,1924,1,0,"0","1","0","3"
1954400,105,1923,1,0,"0","0","0","3"
2100200,70,1923,1,0,"0","1","0","3"
2454400,105,1924,1,0,"0","1","0","3"
1623600,47,1923,1,0,"0","1","0","3"
730200,58,1923,0,0,"0","1","0","2"
1299000,69,1987,1,0,"0","0","1","3"
860000,60,2002,0,0,"0","0","0","2"
1528600,63,1987,1,0,"0","0","1","3"
967200,73,1964,0,0,"0","0","0","2"
476000,44,1983,1,0,"0","1","0","3"
1035800,56,1988,0,0,"0","1","0","2"
1191000,53,1964,0,0,"0","1","0","2"
984200,68,2001,0,0,"0","0","0","2"
1306000,77,2002,0,0,"0","0","0","2"
1216000,67,2002,0,0,"0","0","0","2"
1256000,78,2002,0,0,"0","0","0","2"
962000,58,2002,0,0,"0","0","0","2"
1154000,67,2002,0,0,"0","0","0","2"
1162000,40,2002,0,0,"0","0","0","2"
1456000,78,2002,0,0,"0","0","0","2"
1067000,69,1997,0,0,"0","0","0","2"
925600,56,1999,0,0,"0","0","0","2"
957800,68,1987,0,0,"0","0","0","2"
867600,48,1999,0,0,"0","0","0","2"
1480600,68,1999,0,0,"0","0","0","2"
1113400,36,2002,0,0,"0","0","0","2"
822000,37,2002,0,0,"0","0","0","2"
944000,35,2002,0,0,"0","0","0","2"
826000,37,2002,0,0,"0","0","0","2"
1194800,64,1998,0,0,"0","0","0","2"
1722000,65,2002,0,0,"0","0","0","2"
2179800,92,1998,0,0,"0","0","0","2"
1818400,79,1999,0,0,"0","0","0","2"
1636200,68,1987,0,0,"0","0","0","2"
1416000,66,1987,0,0,"0","0","0","2"
1175800,52,1987,0,0,"0","0","0","2"
1120000,45,1987,0,0,"0","0","0","2"
1393800,77,1964,0,0,"0","0","0","2"
369800,65,1949,0,0,"0","0","0","2"
1394200,46,2000,0,0,"0","0","0","2"
1995400,70,2002,0,0,"0","0","0","2"
880600,35,1999,0,0,"0","0","0","2"
1e+06,32,2002,0,0,"0","0","0","2"
1447000,63,1982,0,0,"0","0","0","2"
766400,66,1987,0,0,"0","0","0","2"
1489400,48,1993,0,0,"0","0","0","2"
462800,60,1987,0,0,"0","0","0","2"
1052600,75,2002,0,0,"0","0","0","2"
2547000,86,2002,0,0,"0","0","1","2"
1804400,89,2002,0,0,"0","0","0","2"
2900000,75,2002,0,0,"0","0","0","2"
1644200,100,2002,0,0,"0","0","1","2"
1021000,42,2011,0,1,"0","0","0","1"
1140600,67,2002,0,0,"0","0","1","2"
1360000,68,2002,0,0,"0","0","0","2"
1710000,68,2002,0,0,"0","0","1","2"
1498400,60,2002,0,0,"0","0","0","2"
4056800,103,2002,0,0,"0","0","0","2"
556200,55,1964,0,0,"0","1","0","2"
603800,81,1964,0,0,"0","0","0","2"
1378600,54,2002,0,0,"0","0","0","2"
2620000,73,2002,0,0,"0","0","0","2"
2656000,87,2011,0,0,"0","0","0","2"
1535800,70,2002,0,0,"0","0","0","2"
1296600,31,2002,0,0,"0","0","0","2"
1043000,33,2002,0,0,"0","0","0","2"
1561800,71,2002,0,0,"0","0","0","2"
1720000,40,2002,0,0,"0","0","0","2"
1867400,35,2002,0,0,"0","0","0","2"
3100000,85,1987,0,0,"0","0","1","2"
1160600,35,1987,0,0,"0","0","1","2"
979400,80,2002,0,0,"0","0","1","2"
1360600,41,1987,0,0,"0","0","0","2"
2700000,63,1987,0,0,"0","0","0","2"
1329200,60,1987,0,0,"0","1","0","2"
726400,64,1987,0,0,"0","0","0","2"
1529400,73,1987,1,0,"0","0","0","3"
1565200,72,1987,1,0,"0","0","0","3"
1422600,73,1987,1,0,"0","0","0","3"
1529400,73,1987,1,0,"0","0","0","3"
1791600,74,1987,1,0,"0","0","0","3"
1662600,65,2002,0,0,"0","0","0","2"
1244000,55,2002,0,0,"0","0","0","2"
1336400,64,2002,0,0,"0","0","0","2"
1470800,58,2002,0,0,"0","0","0","2"
1090600,65,2002,0,0,"0","0","0","2"
3282200,72,2002,1,0,"0","0","0","3"
864600,30,2002,1,0,"0","0","0","3"
1345200,39,2002,1,0,"0","0","0","3"
1532400,40,2002,1,0,"0","0","0","3"
1315400,55,1923,1,0,"0","0","1","3"
1214600,56,1923,1,0,"0","1","0","3"
1516800,40,2002,1,0,"0","0","0","3"
3600000,110,2002,1,0,"0","0","1","3"
2307400,76,1964,1,0,"0","0","1","3"
1562400,70,2002,1,0,"0","0","0","3"
3133000,95,2011,1,0,"0","0","1","3"
3200600,95,2011,1,0,"0","0","1","3"
3668400,98,2011,1,0,"0","0","1","3"
2741800,88,1987,1,0,"0","0","1","3"
1517800,65,2015,0,0,"0","0","0","2"
1548200,110,1964,0,0,"0","0","0","2"
1795600,69,2002,1,0,"0","0","0","3"
1338400,84,2002,1,0,"0","0","0","3"
1329200,69,2002,1,0,"0","0","0","3"
1595000,46,1996,0,0,"0","0","0","2"
1255200,56,1996,0,0,"0","0","0","2"
1260800,30,1987,0,0,"0","0","0","2"
801600,35,2017,0,0,"0","0","0","2"
1329800,68,1987,0,0,"0","0","0","2"
765600,30,1994,0,0,"0","0","0","2"
1208200,67,1987,0,0,"0","0","0","2"
1064600,73,1987,0,0,"0","0","0","2"
2811800,94,1984,0,1,"0","0","0","1"
598400,50,1987,0,1,"0","0","0","1"
818200,61,1948,0,0,"0","1","0","2"
1797000,80,1997,0,0,"0","0","0","2"
1540200,102,2002,0,0,"0","0","0","2"
666600,80,2002,0,0,"0","0","0","2"
1012200,42,2002,0,1,"0","0","0","1"
926200,36,1986,0,0,"0","0","0","2"
1243000,80,1923,0,1,"0","0","0","1"
948600,44,2002,0,0,"0","0","0","2"
1687400,79,2002,0,0,"0","0","0","2"
2285400,87,2002,0,0,"0","0","0","2"
1726200,87,2002,0,0,"0","0","0","2"
1639200,88,2002,0,0,"0","0","0","2"
1117400,60,1987,0,0,"0","0","0","2"
1426400,65,1987,0,0,"0","1","0","2"
1762800,53,1987,0,0,"0","0","0","2"
1102400,110,1923,0,0,"0","0","0","2"
1012600,107,1923,0,0,"0","0","0","2"
864800,36,1987,0,0,"0","0","0","2"
1504400,78,1987,0,0,"0","0","0","2"
891800,52,1987,1,0,"0","0","0","3"
1301200,52,1987,1,0,"0","1","0","3"
1251000,52,1987,1,0,"0","0","0","3"
1711400,43,2002,0,0,"0","0","0","2"
1587400,42,2002,0,0,"0","0","0","2"
1201600,32,2002,0,0,"0","0","0","2"
740200,82,1923,0,0,"0","1","0","2"
566600,60,1923,0,0,"1","1","0","2"
254200,46,1923,0,0,"1","1","0","2"
2379200,83,2002,1,0,"0","0","1","3"
1795000,65,1980,1,0,"0","0","0","3"
2398400,74,2002,1,0,"0","0","0","3"
2143600,120,1923,0,0,"0","0","0","2"
2285800,96,1923,0,0,"0","0","1","2"
1527400,40,2018,0,0,"0","0","0","2"
497800,43,1923,0,0,"1","1","0","2"
1457000,65,1987,1,0,"0","0","0","3"
3640400,92,2002,1,0,"0","0","0","3"
2319400,92,1987,1,0,"0","0","0","3"
3461600,75,1987,1,0,"0","0","0","3"
2142800,60,2002,1,0,"0","0","0","3"
1380800,69,1987,0,0,"0","0","0","2"
1239600,46,1987,0,0,"0","0","0","2"
1162000,48,1987,0,0,"0","0","0","2"
1124400,58,1928,0,0,"0","0","0","2"
958000,35,1928,0,0,"0","0","0","2"
646000,113,2000,0,0,"0","0","0","2"
1497600,45,2000,0,0,"0","0","0","2"
755800,56,1981,0,0,"0","0","0","2"
2018400,55,2011,0,0,"0","0","0","2"
2260000,55,2011,0,0,"0","0","0","2"
1974000,54,2011,0,0,"0","0","0","2"
1850200,55,2011,0,0,"0","0","0","2"
1978800,55,2011,0,0,"0","0","0","2"
2338200,75,1986,0,0,"0","0","0","2"
1071600,110,1987,0,0,"0","0","0","2"
2304200,50,1987,0,0,"0","0","0","2"
1567200,58,2015,0,0,"0","0","0","2"
1730000,57,2018,0,0,"0","0","0","2"
671200,39,1987,0,0,"0","0","0","2"
2483400,65,1989,0,0,"0","0","0","2"
1386600,94,2002,0,0,"0","0","1","2"
2099400,96,2002,0,0,"0","0","1","2"
1784000,56,2002,0,0,"0","0","0","2"
1879800,63,2002,0,0,"0","0","0","2"
2360000,82,2011,0,0,"0","0","0","2"
766000,39,1964,0,0,"0","1","0","2"
1510000,66,1987,0,0,"0","0","0","2"
1078600,38,1987,0,0,"0","1","0","2"
2960000,114,2015,0,0,"0","0","0","2"
1426400,90,1987,0,0,"0","0","0","2"
3056000,103,1987,0,0,"0","0","0","2"
1162600,50,2002,0,0,"0","0","0","2"
2780800,100,1987,0,0,"0","0","0","2"
2574200,110,2002,0,0,"0","0","0","2"
2734800,79,2002,0,0,"0","0","1","2"
2691800,120,2011,0,0,"0","0","1","2"
615000,55,1987,0,0,"0","1","0","2"
1195000,65,1987,0,0,"0","0","0","2"
1940000,61,1987,0,0,"0","0","0","2"
2640000,64,2015,0,0,"0","0","0","2"
1485400,30,2001,1,0,"0","0","0","3"
2240200,95,2002,1,0,"0","0","1","3"
3402600,85,2011,1,0,"0","0","1","3"
2000800,41,2002,1,0,"0","0","0","3"
3430800,114,2011,0,0,"0","0","0","2"
3199200,106,2011,0,0,"0","0","0","2"
2842400,95,1987,1,0,"0","0","0","3"
1329600,75,1987,1,0,"0","0","0","3"
1203600,72,1987,1,0,"0","0","0","3"
731600,87,1987,1,0,"0","0","0","3"
1200000,87,1987,1,0,"0","0","0","3"
1124000,46,2011,1,0,"0","0","0","3"
1306600,54,2011,1,0,"0","0","0","3"
1074400,60,2009,1,0,"0","0","0","3"
1166000,46,2011,1,0,"0","0","0","3"
1807200,70,2011,1,0,"0","0","0","3"
1265600,52,1987,0,0,"0","1","0","2"
1017200,30,1987,1,0,"0","0","0","3"
817200,30,1987,1,0,"0","0","0","3"
1179800,39,2014,1,0,"0","0","0","3"
1718000,35,2002,1,0,"0","0","0","3"
2970000,74,2000,1,0,"0","0","0","3"
2703800,104,2000,1,0,"0","0","0","3"
2406000,84,2000,1,0,"0","0","0","3"
1849800,78,2002,1,0,"0","0","0","3"
1874000,78,2002,1,0,"0","0","0","3"
2307600,76,1994,1,0,"0","0","0","3"
1140000,70,1987,1,0,"0","0","0","3"
966400,52,1995,1,0,"0","0","0","3"
798000,53,2002,1,0,"0","0","0","3"
925800,52,1987,1,0,"0","0","0","3"
1162600,70,1987,1,0,"0","0","0","3"
2669400,85,2010,1,0,"0","0","0","3"
1636200,56,1992,1,0,"0","0","0","3"
899600,42,1987,0,0,"0","0","0","2"
811800,46,1987,0,0,"0","0","0","2"
807400,64,1987,1,0,"0","0","0","3"
962200,65,1987,1,0,"0","0","0","3"
671600,38,1984,0,0,"1","0","0","2"
2480400,90,2011,1,0,"0","0","0","3"
2440000,82,2011,1,0,"0","0","0","3"
1260800,38,1987,0,1,"0","0","0","1"
3513600,110,2013,0,1,"0","0","0","1"
1440000,54,1987,0,1,"0","0","0","1"
511200,72,1923,0,1,"0","1","0","1"
4e+05,50,1999,0,1,"0","0","0","1"
1030200,76,2002,0,1,"0","0","0","1"
1021800,76,2002,0,1,"0","0","0","1"
1037600,76,2002,0,1,"0","0","0","1"
1238000,92,2002,0,1,"0","0","0","1"
1804200,72,1990,0,1,"0","0","0","1"
1522600,72,1987,0,1,"0","0","0","1"
1395200,60,1987,0,1,"0","0","0","1"
1100000,60,1990,0,1,"0","0","0","1"
645600,48,1923,1,0,"0","0","0","3"
1990600,112,1964,1,0,"0","1","0","3"
1542400,54,2002,0,0,"0","0","0","2"
2168200,65,1986,0,0,"0","0","0","2"
4598000,110,1989,0,0,"0","0","1","2"
1642000,80,1987,0,0,"0","1","0","2"
1648600,67,1987,0,0,"0","0","0","2"
1373800,82,1987,0,0,"0","0","0","2"
1631600,77,1958,0,1,"0","0","0","1"
1453400,76,1964,0,1,"0","0","0","1"
1597200,110,1923,0,1,"0","0","0","1"
1155400,56,1964,0,1,"0","1","0","1"
1036600,43,2002,0,0,"0","0","0","2"
1810000,55,2018,0,0,"0","0","0","2"
2240000,51,2015,0,0,"0","0","0","2"
1889000,51,2015,0,0,"0","0","0","2"
2400000,52,2018,0,0,"0","0","0","2"
1959800,60,1987,0,0,"0","0","0","2"
1941400,64,2002,0,0,"0","0","0","2"
2e+06,82,2002,0,0,"0","0","0","2"
4345600,104,1935,0,0,"0","0","1","2"
2745400,85,1987,0,0,"0","0","0","2"
1180000,82,1987,0,0,"0","0","0","2"
1088400,32,1995,0,0,"0","0","0","2"
1088400,32,1987,0,0,"0","0","0","2"
1088400,32,1987,0,0,"0","0","0","2"
2195600,65,2002,0,0,"0","0","0","2"
1047600,56,2002,0,0,"0","0","0","2"
2983000,90,2002,0,0,"0","0","0","2"
681800,62,1923,0,0,"0","0","0","2"
2639400,94,2002,1,0,"0","0","1","3"
1342400,76,2002,1,0,"0","0","0","3"
2277600,72,2002,1,0,"0","0","0","3"
2174200,100,1964,1,0,"0","0","0","3"
1717000,47,2002,0,0,"0","0","0","2"
3250800,95,1982,1,0,"0","0","0","3"
935800,44,1964,1,0,"1","1","0","3"
2261600,55,1997,1,0,"0","0","0","3"
1185800,33,1923,1,0,"0","0","1","3"
1116600,30,1997,1,0,"1","0","0","3"
1134000,75,2005,1,0,"0","0","0","3"
1120200,81,2011,1,0,"0","0","0","3"
1167000,81,2011,1,0,"0","0","0","3"
1429000,56,1970,1,0,"0","0","0","3"
945800,56,1964,1,0,"0","1","0","3"
805800,56,1964,1,0,"0","1","0","3"
1222400,103,2002,0,0,"0","0","0","2"
1120400,108,1998,0,0,"0","0","0","2"
1043000,90,2002,0,0,"0","0","0","2"
1340000,74,2002,0,0,"0","0","0","2"
1337000,60,1987,1,0,"0","0","0","3"
2391000,60,1998,1,0,"0","0","0","3"
943600,34,1987,1,0,"0","0","0","3"
1748400,62,1988,1,0,"0","0","0","3"
1942400,65,1987,1,0,"0","0","0","3"
1060200,40,1988,1,0,"0","0","0","3"
2495800,78,1967,1,0,"0","0","0","3"
1793000,76,1964,1,0,"0","0","0","3"
1171200,55,1964,1,0,"0","0","0","3"
1521200,48,1923,0,0,"0","1","0","2"
963000,31,1994,1,0,"0","0","0","3"
1183200,31,1994,1,0,"0","0","0","3"
1550400,41,1994,1,0,"0","0","0","3"
1721400,54,2011,1,0,"0","0","0","3"
2484600,72,2011,1,0,"0","0","0","3"
2963200,55,2011,1,0,"0","0","0","3"
2524600,72,2011,1,0,"0","0","0","3"
2394800,104,1987,1,0,"0","0","1","3"
3600000,118,1987,1,0,"0","0","0","3"
1929800,57,1993,0,0,"0","0","0","2"
516800,57,1987,0,0,"0","1","0","2"
1955000,58,2011,0,0,"0","1","0","2"
2208400,67,2011,0,0,"0","0","0","2"
506600,38,1923,0,0,"0","0","0","2"
2616600,67,2015,0,0,"0","0","0","2"
1606000,105,1956,0,0,"0","0","1","2"
2160000,118,1964,0,0,"0","0","0","2"
1900000,118,1964,0,0,"0","0","0","2"
1209600,103,1964,0,0,"0","1","0","2"
3140000,98,1923,0,0,"0","1","1","2"
1378200,90,1923,0,0,"0","1","0","2"
1547400,65,1923,0,0,"0","1","0","2"
2800000,50,1923,0,0,"0","0","0","2"
1590600,66,1923,0,0,"0","0","0","2"
1560000,50,1930,0,0,"0","0","0","2"
2645000,91,2011,0,0,"0","0","0","2"
1513800,105,1923,0,0,"0","1","0","2"
2658800,73,1923,0,0,"0","0","1","2"
604000,68,1964,0,0,"0","1","0","2"
2004200,65,1964,0,0,"0","1","0","2"
1852400,93,2002,0,0,"0","0","0","2"
398800,40,1987,0,0,"0","1","0","2"
3300000,70,1979,0,0,"0","0","0","2"
1152400,38,2002,0,0,"0","0","0","2"
2899000,65,1949,0,0,"0","0","0","2"
847400,92,1923,0,0,"0","0","0","2"
835800,78,1923,0,0,"0","0","0","2"
2921400,73,2011,0,0,"0","0","0","2"
2268200,84,1923,0,0,"0","1","0","2"
1215400,53,1987,0,0,"0","0","0","2"
1136400,85,1923,0,0,"1","1","0","2"
2109600,90,1923,0,0,"0","0","0","2"
1817600,107,1964,0,0,"0","0","0","2"
1543400,105,1923,0,0,"0","1","0","2"
2060000,68,1964,0,0,"0","1","0","2"
537000,68,1923,0,0,"1","1","0","2"
1564200,96,1923,0,0,"0","1","0","2"
2367400,48,1923,0,0,"0","0","1","2"
1285400,83,1923,0,0,"0","0","1","2"
1932000,35,2011,1,0,"0","0","0","3"
1412800,76,1987,0,0,"0","0","0","2"
2036600,85,1949,0,0,"0","0","0","2"
443200,65,1964,0,0,"0","1","0","2"
2011000,76,2011,0,0,"0","0","0","2"
453400,48,1923,0,0,"1","1","0","2"
2488000,51,1992,0,0,"0","0","0","2"
1173400,50,1987,0,0,"0","0","0","2"
779200,65,1923,0,0,"1","1","0","2"
4500000,87,1923,0,0,"0","0","0","2"
3461800,79,1928,0,0,"0","0","0","2"
1331600,89,1987,1,0,"0","0","0","3"
2117200,100,2015,0,0,"0","0","0","2"
1639600,77,2002,0,0,"0","0","0","2"
1362800,76,2002,0,0,"0","0","0","2"
1211000,71,2002,0,0,"0","0","0","2"
837000,72,2002,0,0,"0","0","0","2"
3228000,120,2002,0,0,"0","0","1","2"
3510400,75,1923,0,0,"0","0","0","2"
1058400,44,1923,0,0,"0","1","0","2"
850000,58,1923,0,0,"0","1","0","2"
2311000,80,1987,0,0,"0","0","0","2"
1262400,75,1987,0,0,"0","1","0","2"
711400,73,1987,0,0,"0","1","0","2"
1043600,72,1939,0,0,"0","0","0","2"
953800,80,1923,0,0,"0","0","0","2"
704000,83,1923,0,0,"0","0","0","2"
421400,62,1923,0,0,"0","0","0","2"
1503000,57,1923,0,0,"0","1","0","2"
936400,85,1935,0,0,"0","1","0","2"
1642800,55,1923,0,0,"0","1","0","2"
846600,95,1923,0,0,"0","1","0","2"
1514200,54,1923,0,0,"0","0","0","2"
1205000,70,1964,0,0,"0","0","0","2"
1058600,40,1923,0,0,"0","0","0","2"
1276800,40,1923,0,0,"0","0","0","2"
2189800,66,2013,0,0,"0","0","0","2"
2203200,54,2011,0,0,"0","0","0","2"
2388600,77,1987,0,0,"0","0","0","2"
1074600,52,1987,0,0,"0","0","0","2"
1483200,80,1987,0,0,"0","0","0","2"
1461800,82,1987,0,0,"0","0","0","2"
1279800,84,1987,0,0,"0","0","0","2"
1357800,98,1987,0,0,"0","0","0","2"
1541800,98,1923,0,0,"0","1","0","2"
1261200,81,1923,0,0,"0","1","0","2"
1703800,57,1923,0,0,"0","0","0","2"
1400000,68,1923,0,0,"0","1","0","2"
1158600,94,1923,0,0,"0","1","0","2"
1782400,82,1923,0,0,"0","1","0","2"
1509200,98,1923,0,0,"0","1","0","2"
2388400,76,1987,0,0,"0","0","0","2"
2555400,92,1923,0,0,"0","0","0","2"
1429600,38,1923,0,0,"0","1","0","2"
1707600,110,1923,0,0,"0","1","0","2"
1330400,60,1923,0,0,"1","1","0","2"
2140000,93,1923,0,0,"0","0","0","2"
1421200,90,1923,0,0,"0","1","0","2"
709200,84,1987,0,0,"0","0","0","2"
1182600,57,2002,0,0,"0","0","0","2"
3269800,84,1987,0,0,"0","0","0","2"
2872000,87,2011,0,0,"0","0","0","2"
2703800,62,2011,0,0,"0","0","0","2"
1442400,42,2011,0,0,"0","0","0","2"
4154800,110,2011,0,0,"0","0","0","2"
451400,79,1926,0,0,"0","1","0","2"
916200,60,1926,0,0,"0","1","0","2"
1591200,61,1987,0,0,"0","0","0","2"
2412600,60,1987,0,0,"0","0","0","2"
2264800,88,1987,0,0,"0","0","0","2"
2500000,100,1987,0,0,"0","0","0","2"
1300000,44,1987,0,0,"0","0","0","2"
1088600,44,1987,0,0,"0","0","0","2"
2142600,80,1987,0,0,"0","0","0","2"
1859000,75,1964,0,0,"0","0","0","2"
1586800,65,1987,0,0,"0","1","0","2"
1115000,105,1987,0,0,"0","1","0","2"
1266400,103,1987,0,0,"0","1","0","2"
1078200,106,1987,0,0,"0","0","0","2"
888000,98,1923,0,1,"0","1","0","1"
1188600,94,1923,0,1,"0","1","0","1"
947000,109,1923,0,1,"0","1","0","1"
1517400,42,1923,0,1,"0","0","0","1"
935400,110,1923,0,1,"0","1","0","1"
3774000,100,1920,0,1,"0","0","0","1"
1651600,73,1923,0,1,"0","0","1","1"
1974200,58,2011,0,0,"0","0","0","2"
2548200,60,2011,0,0,"0","0","0","2"
2247600,70,1923,0,1,"0","0","1","1"
992200,107,2002,0,1,"0","1","0","1"
1043600,120,1923,0,1,"0","1","0","1"
2213600,83,1964,0,1,"0","0","0","1"
637000,62,1987,0,1,"0","1","0","1"
620600,67,1987,0,1,"0","1","0","1"
1032000,59,1987,0,1,"0","1","0","1"
853800,50,1987,0,1,"0","1","0","1"
1226600,35,1997,0,0,"0","0","0","2"
1022400,43,1997,0,0,"0","0","0","2"
1634400,58,1987,0,1,"0","0","0","1"
1005600,53,1987,1,0,"0","0","0","3"
1999000,75,1987,1,0,"0","0","0","3"
1237200,54,2002,0,0,"0","0","0","2"
2445800,92,1987,0,0,"0","0","0","2"
603200,56,1964,0,1,"0","1","0","1"
648200,58,1964,0,1,"0","1","0","1"
1197400,48,1964,0,1,"0","0","0","1"
1945000,63,1987,0,0,"0","0","0","2"
1494600,72,1923,1,0,"0","0","0","3"
1574600,73,1987,1,0,"0","0","0","3"
3091000,85,1923,1,0,"0","0","0","3"
2459200,92,1923,1,0,"0","0","0","3"
2755800,78,1964,1,0,"0","0","0","3"
2757600,90,1923,1,0,"0","0","0","3"
1173800,30,1987,0,0,"0","0","0","2"
1147000,36,1987,0,0,"0","0","0","2"
1970600,53,1987,0,0,"0","0","0","2"
1471600,98,1987,0,0,"0","0","1","2"
1932400,92,1987,0,0,"0","0","1","2"
3806000,78,1987,0,0,"0","0","1","2"
1168400,45,1987,0,0,"0","0","0","2"
1259400,70,1949,0,0,"0","1","0","2"
2600000,80,1987,1,0,"0","1","1","3"
3122400,80,1987,1,0,"0","0","0","3"
1779200,60,1923,0,0,"0","1","0","2"
1643200,85,1923,0,0,"0","0","0","2"
544400,36,1923,0,0,"0","0","0","2"
1245800,63,1987,0,0,"0","0","0","2"
1707800,94,1987,0,0,"0","0","0","2"
3587400,87,1964,0,0,"0","0","0","2"
829400,60,1987,0,0,"0","0","0","2"
1246000,68,1987,0,0,"0","0","0","2"
392200,60,1987,0,0,"0","0","1","2"
1152200,82,1923,0,0,"0","1","0","2"
1032800,89,1923,0,0,"0","1","0","2"
543800,67,1923,0,1,"0","1","0","1"
2775400,77,1992,1,0,"0","0","0","3"
1389000,75,1987,0,0,"0","0","0","2"
1169400,34,1992,0,0,"0","0","0","2"
2461200,62,1987,1,0,"0","0","0","3"
1800000,74,1987,1,0,"0","0","0","3"
3040000,118,1987,1,0,"0","0","0","3"
2629000,90,1923,1,0,"0","1","0","3"
5529000,120,1964,1,0,"0","0","0","3"
2240400,58,2002,1,0,"0","0","0","3"
1012800,56,1987,1,0,"0","0","0","3"
1214000,54,1987,1,0,"0","0","0","3"
1204400,55,1987,1,0,"0","0","0","3"
712000,33,1987,1,0,"0","0","0","3"
2507800,90,1987,0,0,"0","0","1","2"
1709600,74,1927,0,0,"0","0","0","2"
2350200,84,1987,0,0,"0","0","0","2"
984400,62,1968,1,0,"0","0","0","3"
1670000,70,2002,1,0,"0","0","0","3"
1112400,79,1969,1,0,"0","0","0","3"
1852800,85,1969,1,0,"0","0","0","3"
2231800,60,1964,1,0,"0","0","0","3"
1439800,82,1964,1,0,"0","0","0","3"
3132400,74,1964,1,0,"0","0","0","3"
464000,57,1964,1,0,"0","0","0","3"
447400,42,1987,1,0,"0","0","0","3"
3038000,93,2015,0,1,"0","0","1","1"
2458000,93,2015,0,1,"0","0","0","1"
1192400,48,1964,1,0,"0","0","0","3"
2799200,86,2002,1,0,"0","0","0","3"
4804200,120,1987,1,0,"0","0","1","3"
2900000,95,2002,1,0,"0","0","0","3"
1289800,35,2002,1,0,"0","0","0","3"
1945400,65,1964,1,0,"0","0","0","3"
1080000,79,1987,1,0,"0","0","0","3"
702800,54,2018,1,0,"0","0","0","3"
2685400,90,1987,1,0,"0","0","0","3"
1552000,59,1987,1,0,"0","0","0","3"
1421600,60,1987,1,0,"0","0","0","3"
1442600,80,1923,1,0,"0","0","0","3"
2182400,114,1923,1,0,"0","0","0","3"
2181800,63,1987,1,0,"0","0","0","3"
1202000,53,1987,0,0,"0","0","0","2"
1034400,45,1987,0,0,"0","0","0","2"
1784000,45,2002,0,0,"0","0","0","2"
1800000,33,2015,1,0,"0","0","0","3"
875000,34,1926,0,0,"0","0","0","2"
1492000,75,1959,0,0,"0","0","1","2"
1600000,70,1959,0,0,"0","0","0","2"
1181200,68,1986,1,0,"0","0","0","3"
2490400,87,2010,1,0,"0","0","1","3"
2330400,92,1987,0,0,"0","0","0","2"
1391400,96,1987,0,0,"0","0","0","2"
796000,67,1987,0,0,"0","0","0","2"
728800,67,1987,0,0,"0","0","0","2"
1660000,33,1987,0,0,"0","0","0","2"
927200,38,1987,0,0,"0","0","0","2"
895600,35,1987,0,0,"0","0","0","2"
2068800,78,2002,0,0,"0","1","0","2"
1641200,60,1989,0,0,"0","0","0","2"
